role_id,module_name,feature_action,permission,operation_type
HR-MGR,Compensation,approve_bonus_nominations,YES,override
HR-MGR,Compensation,track_monthly_bonuses,YES,override
HR-MGR,Compensation,track_one_time_bonuses,YES,override
HR-MGR,Compensation,view_bonus_payouts,YES,override
HR-MGR,Compensation,configure_bonus_types,YES,override
HR-MGR,Compensation,export_payroll,YES,override
HR-MGR,Compensation,view_audit_trail,YES,override
HR-MGR,Compensation,adjust_salary_bands,YES,override
HR-MGR,Feedback,submit_anonymous_feedback,YES,override
HR-MGR,Feedback,submit_named_feedback,YES,override
HR-MGR,Feedback,view_own_feedback,YES,override
HR-MGR,Feedback,participate_pulse_surveys,YES,override
HR-MGR,Feedback,create_surveys,YES,override
HR-MGR,Feedback,view_team_survey_results,YES,override
HR-MGR,Feedback,view_dept_survey_results,YES,override
HR-MGR,Feedback,view_org_survey_results,YES,override
HR-MGR,Feedback,view_anonymous_details,YES,override
HR-MGR,Feedback,export_survey_data,YES,override
HR-MGR,Feedback,configure_survey_templates,YES,override
HR-MGR,Feedback,setup_pulse_checks,YES,override
HR-MGR,Feedback,view_sentiment_analysis,YES,override
HR-MGR,Feedback,receive_negative_alerts,YES,override
HR-MGR,Time Tracking,log_own_hours,YES,override
HR-MGR,Time Tracking,view_own_timesheet,YES,override
HR-MGR,Time Tracking,edit_own_hours,YES,override
HR-MGR,Time Tracking,view_team_timesheets,YES,override
HR-MGR,Time Tracking,approve_team_timesheets,NO,override
HR-MGR,Time Tracking,view_dept_timesheets,YES,override
HR-MGR,Time Tracking,export_timesheets,YES,override
HR-MGR,Time Tracking,configure_projects,YES,override
HR-MGR,Time Tracking,setup_billing_rates,YES,override
HR-MGR,Time Tracking,view_billable_hours,YES,override
HR-MGR,Time Tracking,integrate_clockify,NO,override
HR-MGR,Internal Mobility,view_job_listings,YES,override
HR-MGR,Internal Mobility,apply_internal_positions,YES,override
HR-MGR,Internal Mobility,view_own_promotion_history,YES,override
HR-MGR,Internal Mobility,view_team_promotion_history,YES,override
HR-MGR,Internal Mobility,view_all_promotion_history,YES,override
HR-MGR,Internal Mobility,track_cpf_advancement,YES,override
HR-MGR,Internal Mobility,initiate_promotion,YES,override
HR-MGR,Internal Mobility,approve_promotions,YES,override
HR-MGR,Internal Mobility,configure_cpf_requirements,YES,override
HR-MGR,Internal Mobility,view_application_status,YES,override
HR-MGR,Internal Mobility,review_applicants,YES,override
HR-MGR,Internal Mobility,schedule_interviews,YES,override
HR-MGR,Documents,upload_own_documents,YES,override
HR-MGR,Documents,view_own_documents,YES,override
HR-MGR,Documents,delete_own_documents,YES,override
HR-MGR,Documents,view_team_documents,YES,override
HR-MGR,Documents,upload_any_documents,YES,override
HR-MGR,Documents,set_expiry_dates,YES,override
HR-MGR,Documents,receive_expiry_notifications,YES,override
HR-MGR,Documents,configure_categories,YES,override
HR-MGR,Documents,set_visibility_permissions,YES,override
HR-MGR,Documents,initiate_signature_requests,YES,override
HR-MGR,Documents,sign_documents,YES,override
HR-MGR,Documents,view_signed_status,YES,override
HR-MGR,Documents,access_contract_templates,YES,override
HR-MGR,Asset Management,view_own_assets,YES,override
HR-MGR,Asset Management,view_team_assets,YES,override
HR-MGR,Asset Management,view_all_assets,YES,override
HR-MGR,Asset Management,assign_assets,YES,override
HR-MGR,Asset Management,update_asset_condition,YES,override
HR-MGR,Asset Management,track_warranty,YES,override
HR-MGR,Asset Management,initiate_asset_return,YES,override
HR-MGR,Asset Management,process_asset_return,YES,override
HR-MGR,Asset Management,log_asset_lost,YES,override
HR-MGR,Asset Management,generate_qr_codes,YES,override
HR-MGR,Asset Management,view_asset_history,YES,override
HR-MGR,Asset Management,configure_asset_types,YES,override
HR-MGR,Asset Management,export_inventory,YES,override
HR-MGR,Org Chart,view_org_chart,YES,override
HR-MGR,Org Chart,view_dept_filters,YES,override
HR-MGR,Org Chart,view_reporting_lines,YES,override
HR-MGR,Org Chart,view_hover_cards,YES,override
HR-MGR,Org Chart,view_contact_info,YES,override
HR-MGR,Org Chart,view_salary_in_hover,YES,override
HR-MGR,Org Chart,export_org_chart,YES,override
HR-MGR,Org Chart,edit_reporting_relationships,YES,override
HR-MGR,Org Chart,create_teams,YES,override
HR-MGR,Org Chart,view_historical_structure,YES,override
HR-MGR,Leave Analytics,view_own_patterns,YES,override
HR-MGR,Leave Analytics,view_team_trends,YES,override
HR-MGR,Leave Analytics,view_dept_analytics,YES,override
HR-MGR,Leave Analytics,view_company_insights,YES,override
HR-MGR,Leave Analytics,export_leave_reports,YES,override
HR-MGR,Leave Analytics,view_workforce_predictions,YES,override
HR-MGR,Leave Analytics,set_leave_policies,YES,override
HR-MGR,Leave Analytics,configure_fiscal_year,YES,override
HR-MGR,Leave Analytics,view_forecasting,YES,override
HR-MGR,Announcements,view_announcements,YES,override
HR-MGR,Announcements,create_announcements,YES,override
HR-MGR,Announcements,create_company_announcements,YES,override
HR-MGR,Announcements,view_birthdays,YES,override
HR-MGR,Announcements,view_anniversaries,YES,override
HR-MGR,Announcements,add_reactions,YES,override
HR-MGR,Announcements,moderate_comments,YES,override
HR-MGR,Announcements,schedule_announcements,YES,override
HR-MGR,Announcements,view_analytics,YES,override
HR-MGR,Announcements,configure_notifications,YES,override
HR-MGR,Discord,use_leave_balance,YES,override
HR-MGR,Discord,use_request_leave,YES,override
HR-MGR,Discord,use_whois,YES,override
HR-MGR,Discord,use_team_calendar,YES,override
HR-MGR,Discord,use_approve_leave,YES,override
HR-MGR,Discord,use_announce,YES,override
HR-MGR,Discord,use_add_birthday,YES,override
HR-MGR,Discord,use_sync_roles,YES,override
HR-MGR,Discord,use_asset_lookup,YES,override
HR-MGR,Discord,use_survey_results,YES,override
HR-MGR,System,configure_integrations,NO,override
HR-MGR,System,view_system_logs,YES,override
HR-MGR,System,manage_api_keys,NO,override
HR-MGR,System,configure_security,NO,override
HR-MGR,System,view_audit_logs,YES,override
HR-MGR,System,backup_restore,NO,override
HR-MGR,System,manage_users,NO,override
HR-MGR,System,system_settings,NO,override
ADMIN,Employee Profiles,view_own_profile,YES,override
ADMIN,Employee Profiles,edit_own_basic_info,YES,override
ADMIN,Employee Profiles,edit_own_role_salary_cpf,YES,override
ADMIN,Employee Profiles,view_team_profiles,YES,override
ADMIN,Employee Profiles,view_all_profiles,YES,override
ADMIN,Employee Profiles,view_salary_history,YES,override
ADMIN,Employee Profiles,view_audit_log,YES,override
ADMIN,Employee Profiles,export_employee_data,YES,override
ADMIN,Employee Profiles,add_remove_employees,YES,override
ADMIN,Employee Profiles,upload_own_cv,YES,override
ADMIN,Employee Profiles,upload_any_cv,YES,override
ADMIN,Employee Profiles,update_own_profile,YES,override
ADMIN,Employee Profiles,update_any_profile,YES,override
ADMIN,Vacations,submit_leave_request,YES,override
ADMIN,Vacations,view_own_balance,YES,override
ADMIN,Vacations,view_own_history,YES,override
ADMIN,Vacations,cancel_own_request,YES,override
ADMIN,Vacations,approve_team_requests,YES,override
ADMIN,Vacations,view_team_calendar,YES,override
ADMIN,Vacations,view_dept_trends,YES,override
ADMIN,Vacations,view_org_calendar,YES,override
ADMIN,Vacations,adjust_balances,YES,override
ADMIN,Vacations,override_requests,YES,override
ADMIN,Vacations,configure_leave_types,YES,override
ADMIN,Vacations,export_leave_reports,YES,override
ADMIN,Vacations,setup_auto_approval,YES,override
ADMIN,Reviews,view_own_reviews,YES,override
ADMIN,Reviews,initiate_self_review,YES,override
ADMIN,Reviews,view_team_reviews,YES,override
ADMIN,Reviews,create_review_direct_report,YES,override
ADMIN,Reviews,schedule_reviews,YES,override
ADMIN,Reviews,add_private_feedback,YES,override
ADMIN,Reviews,add_shared_feedback,YES,override
ADMIN,Reviews,edit_delete_reviews,YES,override
ADMIN,Reviews,view_any_review_history,YES,override
ADMIN,Reviews,configure_review_templates,YES,override
ADMIN,Reviews,set_review_cycles,YES,override
ADMIN,Reviews,export_review_data,YES,override
ADMIN,Reviews,attach_documents,YES,override
ADMIN,Onboarding,view_own_tasks,YES,override
ADMIN,Onboarding,complete_own_tasks,YES,override
ADMIN,Onboarding,view_team_status,YES,override
ADMIN,Onboarding,create_checklist_templates,YES,override
ADMIN,Onboarding,assign_tasks,YES,override
ADMIN,Onboarding,track_all_onboarding,YES,override
ADMIN,Onboarding,view_overdue_dashboard,YES,override
ADMIN,Onboarding,initiate_offboarding,YES,override
ADMIN,Onboarding,approve_offboarding,YES,override
ADMIN,Onboarding,configure_templates,YES,override
ADMIN,Onboarding,send_reminders,YES,override
ADMIN,Training,view_own_history,YES,override
ADMIN,Training,add_own_training,YES,override
ADMIN,Training,upload_own_certificates,YES,override
ADMIN,Training,view_team_history,YES,override
ADMIN,Training,view_all_records,YES,override
ADMIN,Training,track_own_budget,YES,override
ADMIN,Training,track_team_budget,YES,override
ADMIN,Training,track_dept_budget,YES,override
ADMIN,Training,approve_training_requests,YES,override
ADMIN,Training,configure_budget,YES,override
ADMIN,Training,log_peer_sessions,YES,override
ADMIN,Training,view_peer_incentives,YES,override
ADMIN,Training,export_training_reports,YES,override
ADMIN,Compensation,view_own_compensation,YES,override
ADMIN,Compensation,view_team_compensation,YES,override
ADMIN,Compensation,view_all_compensation,YES,override
ADMIN,Compensation,submit_bonus_nomination,YES,override
ADMIN,Compensation,approve_bonus_nominations,YES,override
ADMIN,Compensation,track_monthly_bonuses,YES,override
ADMIN,Compensation,track_one_time_bonuses,YES,override
ADMIN,Compensation,view_bonus_payouts,YES,override
ADMIN,Compensation,configure_bonus_types,YES,override
ADMIN,Compensation,export_payroll,YES,override
ADMIN,Compensation,view_audit_trail,YES,override
ADMIN,Compensation,adjust_salary_bands,YES,override
ADMIN,Feedback,submit_anonymous_feedback,YES,override
ADMIN,Feedback,submit_named_feedback,YES,override
ADMIN,Feedback,view_own_feedback,YES,override
ADMIN,Feedback,participate_pulse_surveys,YES,override
ADMIN,Feedback,create_surveys,YES,override
ADMIN,Feedback,view_team_survey_results,YES,override
ADMIN,Feedback,view_dept_survey_results,YES,override
ADMIN,Feedback,view_org_survey_results,YES,override
ADMIN,Feedback,view_anonymous_details,YES,override
ADMIN,Feedback,export_survey_data,YES,override
ADMIN,Feedback,configure_survey_templates,YES,override
ADMIN,Feedback,setup_pulse_checks,YES,override
ADMIN,Feedback,view_sentiment_analysis,YES,override
ADMIN,Feedback,receive_negative_alerts,YES,override
ADMIN,Time Tracking,log_own_hours,YES,override
ADMIN,Time Tracking,view_own_timesheet,YES,override
ADMIN,Time Tracking,edit_own_hours,YES,override
ADMIN,Time Tracking,view_team_timesheets,YES,override
ADMIN,Time Tracking,approve_team_timesheets,YES,override
ADMIN,Time Tracking,view_dept_timesheets,YES,override
ADMIN,Time Tracking,export_timesheets,YES,override
ADMIN,Time Tracking,configure_projects,YES,override
ADMIN,Time Tracking,setup_billing_rates,YES,override
ADMIN,Time Tracking,view_billable_hours,YES,override
ADMIN,Time Tracking,integrate_clockify,YES,override
ADMIN,Internal Mobility,view_job_listings,YES,override
ADMIN,Internal Mobility,apply_internal_positions,YES,override
ADMIN,Internal Mobility,view_own_promotion_history,YES,override
ADMIN,Internal Mobility,view_team_promotion_history,YES,override
ADMIN,Internal Mobility,view_all_promotion_history,YES,override
ADMIN,Internal Mobility,track_cpf_advancement,YES,override
ADMIN,Internal Mobility,initiate_promotion,YES,override
ADMIN,Internal Mobility,approve_promotions,YES,override
ADMIN,Internal Mobility,configure_cpf_requirements,YES,override
ADMIN,Internal Mobility,view_application_status,YES,override
ADMIN,Internal Mobility,review_applicants,YES,override
ADMIN,Internal Mobility,schedule_interviews,YES,override
ADMIN,Documents,upload_own_documents,YES,override
ADMIN,Documents,view_own_documents,YES,override
ADMIN,Documents,delete_own_documents,YES,override
ADMIN,Documents,view_team_documents,YES,override
ADMIN,Documents,upload_any_documents,YES,override
ADMIN,Documents,set_expiry_dates,YES,override
ADMIN,Documents,receive_expiry_notifications,YES,override
ADMIN,Documents,configure_categories,YES,override
ADMIN,Documents,set_visibility_permissions,YES,override
ADMIN,Documents,initiate_signature_requests,YES,override
ADMIN,Documents,sign_documents,YES,override
ADMIN,Documents,view_signed_status,YES,override
ADMIN,Documents,access_contract_templates,YES,override
ADMIN,Asset Management,view_own_assets,YES,override
ADMIN,Asset Management,view_team_assets,YES,override
ADMIN,Asset Management,view_all_assets,YES,override
ADMIN,Asset Management,assign_assets,YES,override
ADMIN,Asset Management,update_asset_condition,YES,override
ADMIN,Asset Management,track_warranty,YES,override
ADMIN,Asset Management,initiate_asset_return,YES,override
ADMIN,Asset Management,process_asset_return,YES,override
ADMIN,Asset Management,log_asset_lost,YES,override
ADMIN,Asset Management,generate_qr_codes,YES,override
ADMIN,Asset Management,view_asset_history,YES,override
ADMIN,Asset Management,configure_asset_types,YES,override
ADMIN,Asset Management,export_inventory,YES,override
ADMIN,Org Chart,view_org_chart,YES,override
ADMIN,Org Chart,view_dept_filters,YES,override
ADMIN,Org Chart,view_reporting_lines,YES,override
ADMIN,Org Chart,view_hover_cards,YES,override
ADMIN,Org Chart,view_contact_info,YES,override
ADMIN,Org Chart,view_salary_in_hover,YES,override
ADMIN,Org Chart,export_org_chart,YES,override
ADMIN,Org Chart,edit_reporting_relationships,YES,override
ADMIN,Org Chart,create_teams,YES,override
ADMIN,Org Chart,view_historical_structure,YES,override
ADMIN,Leave Analytics,view_own_patterns,YES,override
ADMIN,Leave Analytics,view_team_trends,YES,override
ADMIN,Leave Analytics,view_dept_analytics,YES,override
ADMIN,Leave Analytics,view_company_insights,YES,override
ADMIN,Leave Analytics,export_leave_reports,YES,override
ADMIN,Leave Analytics,view_workforce_predictions,YES,override
ADMIN,Leave Analytics,set_leave_policies,YES,override
ADMIN,Leave Analytics,configure_fiscal_year,YES,override
ADMIN,Leave Analytics,view_forecasting,YES,override
ADMIN,Announcements,view_announcements,YES,override
ADMIN,Announcements,create_announcements,YES,override
ADMIN,Announcements,create_company_announcements,YES,override
ADMIN,Announcements,view_birthdays,YES,override
ADMIN,Announcements,view_anniversaries,YES,override
ADMIN,Announcements,add_reactions,YES,override
ADMIN,Announcements,moderate_comments,YES,override
ADMIN,Announcements,schedule_announcements,YES,override
ADMIN,Announcements,view_analytics,YES,override
ADMIN,Announcements,configure_notifications,YES,override
ADMIN,Discord,use_leave_balance,YES,override
ADMIN,Discord,use_request_leave,YES,override
ADMIN,Discord,use_whois,YES,override
ADMIN,Discord,use_team_calendar,YES,override
ADMIN,Discord,use_approve_leave,YES,override
ADMIN,Discord,use_announce,YES,override
ADMIN,Discord,use_add_birthday,YES,override
ADMIN,Discord,use_sync_roles,YES,override
ADMIN,Discord,use_asset_lookup,YES,override
ADMIN,Discord,use_survey_results,YES,override
ADMIN,System,configure_integrations,YES,override
ADMIN,System,view_system_logs,YES,override
ADMIN,System,manage_api_keys,YES,override
ADMIN,System,configure_security,YES,override
ADMIN,System,view_audit_logs,YES,override
ADMIN,System,backup_restore,YES,override
ADMIN,System,manage_users,YES,override
ADMIN,System,system_settings,YES,override
